transaction_id,store,city,category,units_sold,unit_price,discount,date,revenue,discount_amount,net_revenue,month,day_of_week
10474,Store_D,New York,Furniture,2,370.12,0.02,2023-03-23,740.24,14.8048,725.4352,3,Thursday
10475,Store_A,Chicago,Clothing,1,370.12,0.02,2023-06-15,370.12,7.4024,362.7176,6,Thursday
10476,Store_D,New York,Furniture,11,370.12,0.02,2023-05-26,4071.32,81.4264,3989.8936000000003,5,Friday
10477,Store_A,Houston,Clothing,13,370.12,0.02,2023-05-18,4811.56,96.23120000000002,4715.3288,5,Thursday
10478,Store_C,Houston,Furniture,24,370.12,0.02,2023-05-27,8882.880000000001,177.65760000000003,8705.2224,5,Saturday
10479,Store_B,Chicago,Furniture,38,370.12,0.02,2023-05-03,14064.56,281.2912,13783.2688,5,Wednesday
10480,Store_B,Chicago,Furniture,41,370.12,0.02,2023-05-16,15174.92,303.4984,14871.4216,5,Tuesday
10481,Store_C,Los Angeles,Clothing,24,370.12,0.02,2023-06-10,8882.880000000001,177.65760000000003,8705.2224,6,Saturday
10482,Store_C,Houston,Electronics,6,370.12,0.02,2023-01-04,2220.7200000000003,44.41440000000001,2176.3056,1,Wednesday
10483,Store_B,Chicago,Groceries,7,370.12,0.02,2023-05-18,2590.84,51.8168,2539.0232,5,Thursday
10484,Store_B,New York,Furniture,4,370.12,0.02,2023-03-13,1480.48,29.6096,1450.8704,3,Monday
10485,Store_C,New York,Furniture,13,370.12,0.02,2023-04-16,4811.56,96.23120000000002,4715.3288,4,Sunday
10486,Store_B,Houston,Groceries,13,370.12,0.02,2023-06-04,4811.56,96.23120000000002,4715.3288,6,Sunday
10487,Store_B,Chicago,Electronics,42,370.12,0.02,2023-06-19,15545.04,310.9008,15234.139200000001,6,Monday
10488,Store_A,Los Angeles,Groceries,28,370.12,0.02,2023-06-17,10363.36,207.2672,10156.0928,6,Saturday
10489,Store_B,Los Angeles,Furniture,1,370.12,0.02,2023-06-06,370.12,7.4024,362.7176,6,Tuesday
10490,Store_A,Chicago,Furniture,21,370.12,0.02,2023-01-24,7772.52,155.4504,7617.069600000001,1,Tuesday
10491,Store_A,Los Angeles,Electronics,2,370.12,0.02,2023-02-10,740.24,14.8048,725.4352,2,Friday
10492,Store_D,Los Angeles,Clothing,47,370.12,0.02,2023-02-28,17395.64,347.9128,17047.7272,2,Tuesday
10493,Store_C,Los Angeles,Furniture,13,370.12,0.02,2023-06-14,4811.56,96.23120000000002,4715.3288,6,Wednesday
10494,Store_B,Houston,Clothing,11,370.12,0.02,2023-02-24,4071.32,81.4264,3989.8936000000003,2,Friday
10495,Store_D,Los Angeles,Groceries,33,370.12,0.02,2023-02-09,12213.960000000001,244.27920000000003,11969.6808,2,Thursday
10496,Store_C,Los Angeles,Electronics,47,370.12,0.02,2023-02-23,17395.64,347.9128,17047.7272,2,Thursday
10497,Store_A,New York,Clothing,18,370.12,0.02,2023-01-02,6662.16,133.2432,6528.9168,1,Monday
10498,Store_D,Chicago,Electronics,40,370.12,0.02,2023-04-25,14804.8,296.096,14508.704,4,Tuesday
10499,Store_D,New York,Groceries,2,370.12,0.02,2023-06-25,740.24,14.8048,725.4352,6,Sunday
10500,Store_B,Los Angeles,Electronics,19,370.12,0.02,2023-04-12,7032.28,140.6456,6891.6344,4,Wednesday
10501,Store_C,New York,Furniture,38,370.12,0.02,2023-04-09,14064.56,281.2912,13783.2688,4,Sunday
10502,Store_D,Chicago,Electronics,7,370.12,0.02,2023-03-27,2590.84,51.8168,2539.0232,3,Monday
10503,Store_A,Los Angeles,Electronics,39,370.12,0.02,2023-03-03,14434.68,288.6936,14145.9864,3,Friday
10504,Store_C,New York,Furniture,34,370.12,0.02,2023-02-21,12584.08,251.6816,12332.3984,2,Tuesday
10505,Store_C,New York,Groceries,43,370.12,0.02,2023-04-02,15915.16,318.3032,15596.8568,4,Sunday
10506,Store_A,Chicago,Groceries,15,370.12,0.02,2023-01-01,5551.8,111.036,5440.764,1,Sunday
10507,Store_B,Chicago,Groceries,33,370.12,0.02,2023-02-04,12213.960000000001,244.27920000000003,11969.6808,2,Saturday
10508,Store_A,Chicago,Groceries,26,370.12,0.02,2023-03-27,9623.12,192.46240000000003,9430.6576,3,Monday
10509,Store_A,Houston,Electronics,45,370.12,0.02,2023-03-08,16655.4,333.10800000000006,16322.292000000001,3,Wednesday
10510,Store_C,Houston,Furniture,38,370.12,0.02,2023-05-08,14064.56,281.2912,13783.2688,5,Monday
10511,Store_C,Los Angeles,Clothing,15,370.12,0.02,2023-06-01,5551.8,111.036,5440.764,6,Thursday
10512,Store_A,Chicago,Furniture,35,370.12,0.02,2023-01-31,12954.2,259.084,12695.116,1,Tuesday
10513,Store_B,Chicago,Clothing,6,370.12,0.02,2023-02-11,2220.7200000000003,44.41440000000001,2176.3056,2,Saturday
10514,Store_C,Los Angeles,Electronics,28,370.12,0.02,2023-06-11,10363.36,207.2672,10156.0928,6,Sunday
10515,Store_D,Chicago,Groceries,35,370.12,0.02,2023-06-23,12954.2,259.084,12695.116,6,Friday
10516,Store_D,Chicago,Furniture,31,370.12,0.02,2023-01-07,11473.72,229.4744,11244.2456,1,Saturday
10517,Store_C,Houston,Electronics,1,370.12,0.02,2023-06-20,370.12,7.4024,362.7176,6,Tuesday
10518,Store_A,Chicago,Furniture,43,370.12,0.02,2023-01-17,15915.16,318.3032,15596.8568,1,Tuesday
10519,Store_D,Los Angeles,Groceries,40,370.12,0.02,2023-02-06,14804.8,296.096,14508.704,2,Monday
10520,Store_D,Los Angeles,Electronics,43,370.12,0.02,2023-05-20,15915.16,318.3032,15596.8568,5,Saturday
10521,Store_D,New York,Furniture,48,370.12,0.02,2023-01-18,17765.760000000002,355.31520000000006,17410.4448,1,Wednesday
10522,Store_A,Houston,Electronics,36,370.12,0.02,2023-02-01,13324.32,266.4864,13057.8336,2,Wednesday
10523,Store_B,New York,Groceries,22,370.12,0.02,2023-04-09,8142.64,162.8528,7979.787200000001,4,Sunday
10524,Store_D,Houston,Clothing,5,370.12,0.02,2023-01-28,1850.6,37.012,1813.588,1,Saturday
10525,Store_A,Chicago,Electronics,48,370.12,0.02,2023-05-23,17765.760000000002,355.31520000000006,17410.4448,5,Tuesday
10526,Store_A,New York,Electronics,35,370.12,0.02,2023-03-25,12954.2,259.084,12695.116,3,Saturday
10527,Store_B,Chicago,Electronics,36,370.12,0.02,2023-01-06,13324.32,266.4864,13057.8336,1,Friday
10528,Store_A,Los Angeles,Clothing,37,370.12,0.02,2023-02-04,13694.44,273.8888,13420.5512,2,Saturday
10529,Store_A,Los Angeles,Furniture,13,370.12,0.02,2023-01-21,4811.56,96.23120000000002,4715.3288,1,Saturday
10530,Store_D,Chicago,Clothing,34,370.12,0.02,2023-01-27,12584.08,251.6816,12332.3984,1,Friday
10531,Store_B,Los Angeles,Clothing,13,370.12,0.02,2023-03-18,4811.56,96.23120000000002,4715.3288,3,Saturday
10532,Store_C,New York,Furniture,20,370.12,0.02,2023-03-08,7402.4,148.048,7254.352,3,Wednesday
10533,Store_C,Los Angeles,Groceries,4,370.12,0.02,2023-05-23,1480.48,29.6096,1450.8704,5,Tuesday
10534,Store_B,Los Angeles,Groceries,34,370.12,0.02,2023-05-25,12584.08,251.6816,12332.3984,5,Thursday
10535,Store_A,Los Angeles,Groceries,24,370.12,0.02,2023-05-04,8882.880000000001,177.65760000000003,8705.2224,5,Thursday
10536,Store_B,New York,Clothing,13,370.12,0.02,2023-05-29,4811.56,96.23120000000002,4715.3288,5,Monday
10537,Store_B,Los Angeles,Electronics,3,370.12,0.02,2023-03-02,1110.3600000000001,22.207200000000004,1088.1528,3,Thursday
10538,Store_B,New York,Electronics,19,370.12,0.02,2023-03-02,7032.28,140.6456,6891.6344,3,Thursday
10539,Store_B,Los Angeles,Electronics,41,370.12,0.02,2023-03-15,15174.92,303.4984,14871.4216,3,Wednesday
10540,Store_B,Los Angeles,Furniture,15,370.12,0.02,2023-05-26,5551.8,111.036,5440.764,5,Friday
10541,Store_D,Houston,Clothing,12,370.12,0.02,2023-06-15,4441.4400000000005,88.82880000000002,4352.6112,6,Thursday
10542,Store_A,New York,Electronics,38,370.12,0.02,2023-03-15,14064.56,281.2912,13783.2688,3,Wednesday
10543,Store_D,Houston,Furniture,31,370.12,0.02,2023-06-08,11473.72,229.4744,11244.2456,6,Thursday
10544,Store_D,Los Angeles,Furniture,26,370.12,0.02,2023-04-08,9623.12,192.46240000000003,9430.6576,4,Saturday
10545,Store_A,Houston,Electronics,12,370.12,0.02,2023-06-03,4441.4400000000005,88.82880000000002,4352.6112,6,Saturday
10546,Store_C,Houston,Clothing,19,370.12,0.02,2023-04-02,7032.28,140.6456,6891.6344,4,Sunday
10547,Store_D,Houston,Furniture,8,370.12,0.02,2023-01-26,2960.96,59.2192,2901.7408,1,Thursday
10548,Store_B,New York,Groceries,34,370.12,0.02,2023-06-14,12584.08,251.6816,12332.3984,6,Wednesday
10549,Store_C,Los Angeles,Groceries,16,370.12,0.02,2023-01-19,5921.92,118.4384,5803.4816,1,Thursday
10550,Store_D,Houston,Clothing,22,370.12,0.02,2023-04-09,8142.64,162.8528,7979.787200000001,4,Sunday
10551,Store_D,Chicago,Furniture,29,370.12,0.02,2023-01-15,10733.48,214.6696,10518.8104,1,Sunday
10552,Store_B,Los Angeles,Groceries,36,370.12,0.02,2023-02-19,13324.32,266.4864,13057.8336,2,Sunday
10553,Store_B,Los Angeles,Electronics,24,370.12,0.02,2023-06-18,8882.880000000001,177.65760000000003,8705.2224,6,Sunday
10554,Store_A,New York,Clothing,13,370.12,0.02,2023-04-26,4811.56,96.23120000000002,4715.3288,4,Wednesday
10555,Store_D,Chicago,Clothing,25,370.12,0.02,2023-01-24,9253.0,185.06,9067.94,1,Tuesday
10556,Store_D,Chicago,Clothing,21,370.12,0.02,2023-04-17,7772.52,155.4504,7617.069600000001,4,Monday
10557,Store_C,Los Angeles,Furniture,49,370.12,0.02,2023-02-25,18135.88,362.7176,17773.1624,2,Saturday
10558,Store_B,New York,Groceries,32,370.12,0.02,2023-02-18,11843.84,236.8768,11606.9632,2,Saturday
10559,Store_D,Houston,Furniture,47,370.12,0.02,2023-01-24,17395.64,347.9128,17047.7272,1,Tuesday
10560,Store_D,New York,Electronics,28,370.12,0.02,2023-02-07,10363.36,207.2672,10156.0928,2,Tuesday
10561,Store_C,Houston,Clothing,49,370.12,0.02,2023-05-04,18135.88,362.7176,17773.1624,5,Thursday
10562,Store_B,Houston,Groceries,47,370.12,0.02,2023-06-17,17395.64,347.9128,17047.7272,6,Saturday
10563,Store_D,Chicago,Groceries,10,370.12,0.02,2023-05-08,3701.2,74.024,3627.176,5,Monday
10564,Store_A,Chicago,Groceries,33,370.12,0.02,2023-05-12,12213.960000000001,244.27920000000003,11969.6808,5,Friday
10565,Store_A,New York,Electronics,26,370.12,0.02,2023-03-05,9623.12,192.46240000000003,9430.6576,3,Sunday
10566,Store_D,Los Angeles,Furniture,22,370.12,0.02,2023-03-21,8142.64,162.8528,7979.787200000001,3,Tuesday
10567,Store_D,Los Angeles,Groceries,26,370.12,0.02,2023-01-02,9623.12,192.46240000000003,9430.6576,1,Monday
10568,Store_B,Los Angeles,Clothing,15,370.12,0.02,2023-01-18,5551.8,111.036,5440.764,1,Wednesday
10569,Store_A,Chicago,Furniture,26,370.12,0.02,2023-06-23,9623.12,192.46240000000003,9430.6576,6,Friday
10570,Store_B,Houston,Electronics,6,370.12,0.02,2023-06-23,2220.7200000000003,44.41440000000001,2176.3056,6,Friday
10571,Store_A,Houston,Groceries,8,370.12,0.02,2023-03-04,2960.96,59.2192,2901.7408,3,Saturday
10572,Store_A,Houston,Furniture,43,370.12,0.02,2023-03-02,15915.16,318.3032,15596.8568,3,Thursday
10573,Store_B,Chicago,Groceries,23,370.12,0.02,2023-01-17,8512.76,170.2552,8342.5048,1,Tuesday
10574,Store_D,New York,Clothing,10,370.12,0.02,2023-01-04,3701.2,74.024,3627.176,1,Wednesday
10575,Store_B,Chicago,Electronics,2,370.12,0.02,2023-01-30,740.24,14.8048,725.4352,1,Monday
10576,Store_B,New York,Clothing,14,370.12,0.02,2023-05-05,5181.68,103.6336,5078.0464,5,Friday
10577,Store_B,New York,Electronics,5,370.12,0.02,2023-06-26,1850.6,37.012,1813.588,6,Monday
10578,Store_B,Houston,Electronics,23,370.12,0.02,2023-05-12,8512.76,170.2552,8342.5048,5,Friday
10579,Store_D,New York,Furniture,43,370.12,0.02,2023-04-14,15915.16,318.3032,15596.8568,4,Friday
10580,Store_D,New York,Electronics,12,370.12,0.02,2023-06-07,4441.4400000000005,88.82880000000002,4352.6112,6,Wednesday
10581,Store_C,Los Angeles,Furniture,12,370.12,0.02,2023-05-06,4441.4400000000005,88.82880000000002,4352.6112,5,Saturday
10582,Store_B,Chicago,Electronics,38,370.12,0.02,2023-05-27,14064.56,281.2912,13783.2688,5,Saturday
10583,Store_B,Chicago,Clothing,17,370.12,0.02,2023-01-19,6292.04,125.8408,6166.1992,1,Thursday
10584,Store_C,Los Angeles,Clothing,21,370.12,0.02,2023-02-21,7772.52,155.4504,7617.069600000001,2,Tuesday
10585,Store_D,Los Angeles,Furniture,2,370.12,0.02,2023-06-12,740.24,14.8048,725.4352,6,Monday
10586,Store_D,Los Angeles,Clothing,26,370.12,0.02,2023-02-04,9623.12,192.46240000000003,9430.6576,2,Saturday
10587,Store_C,Houston,Electronics,36,370.12,0.02,2023-04-14,13324.32,266.4864,13057.8336,4,Friday
10588,Store_A,Chicago,Clothing,25,370.12,0.02,2023-04-06,9253.0,185.06,9067.94,4,Thursday
10589,Store_B,Houston,Furniture,21,370.12,0.02,2023-01-23,7772.52,155.4504,7617.069600000001,1,Monday
10590,Store_A,New York,Clothing,8,370.12,0.02,2023-03-01,2960.96,59.2192,2901.7408,3,Wednesday
10591,Store_D,Houston,Electronics,1,370.12,0.02,2023-02-25,370.12,7.4024,362.7176,2,Saturday
10592,Store_A,Los Angeles,Groceries,33,370.12,0.02,2023-04-17,12213.960000000001,244.27920000000003,11969.6808,4,Monday
10593,Store_A,Chicago,Furniture,29,370.12,0.02,2023-04-10,10733.48,214.6696,10518.8104,4,Monday
10594,Store_D,Houston,Clothing,35,370.12,0.02,2023-01-15,12954.2,259.084,12695.116,1,Sunday
10595,Store_B,Houston,Clothing,44,370.12,0.02,2023-03-07,16285.28,325.7056,15959.574400000001,3,Tuesday
10596,Store_A,Chicago,Groceries,11,370.12,0.02,2023-05-27,4071.32,81.4264,3989.8936000000003,5,Saturday
10597,Store_B,Los Angeles,Groceries,28,370.12,0.02,2023-04-04,10363.36,207.2672,10156.0928,4,Tuesday
10598,Store_D,Houston,Clothing,23,370.12,0.02,2023-01-13,8512.76,170.2552,8342.5048,1,Friday
10599,Store_B,Houston,Clothing,26,370.12,0.02,2023-03-20,9623.12,192.46240000000003,9430.6576,3,Monday
10600,Store_A,New York,Clothing,47,370.12,0.02,2023-06-25,17395.64,347.9128,17047.7272,6,Sunday
10601,Store_D,Houston,Electronics,14,370.12,0.02,2023-04-07,5181.68,103.6336,5078.0464,4,Friday
10602,Store_D,Los Angeles,Furniture,35,370.12,0.02,2023-05-01,12954.2,259.084,12695.116,5,Monday
10603,Store_A,New York,Furniture,39,370.12,0.02,2023-03-08,14434.68,288.6936,14145.9864,3,Wednesday
10604,Store_B,Los Angeles,Electronics,40,370.12,0.02,2023-04-04,14804.8,296.096,14508.704,4,Tuesday
10605,Store_C,Chicago,Clothing,49,370.12,0.02,2023-02-25,18135.88,362.7176,17773.1624,2,Saturday
10606,Store_C,Houston,Clothing,19,370.12,0.02,2023-01-25,7032.28,140.6456,6891.6344,1,Wednesday
10607,Store_B,Los Angeles,Clothing,17,370.12,0.02,2023-02-02,6292.04,125.8408,6166.1992,2,Thursday
10608,Store_C,Chicago,Electronics,7,370.12,0.02,2023-05-15,2590.84,51.8168,2539.0232,5,Monday
10609,Store_C,Houston,Electronics,28,370.12,0.02,2023-04-05,10363.36,207.2672,10156.0928,4,Wednesday
10610,Store_C,New York,Furniture,49,370.12,0.02,2023-05-25,18135.88,362.7176,17773.1624,5,Thursday
10611,Store_A,Houston,Groceries,7,370.12,0.02,2023-06-12,2590.84,51.8168,2539.0232,6,Monday
10612,Store_C,Chicago,Furniture,20,370.12,0.02,2023-02-17,7402.4,148.048,7254.352,2,Friday
10613,Store_C,Los Angeles,Clothing,24,370.12,0.02,2023-01-02,8882.880000000001,177.65760000000003,8705.2224,1,Monday
10614,Store_B,Los Angeles,Furniture,15,370.12,0.02,2023-05-25,5551.8,111.036,5440.764,5,Thursday
10615,Store_C,Chicago,Clothing,26,370.12,0.02,2023-02-15,9623.12,192.46240000000003,9430.6576,2,Wednesday
10616,Store_C,Houston,Furniture,10,370.12,0.02,2023-05-20,3701.2,74.024,3627.176,5,Saturday
10617,Store_D,New York,Electronics,28,370.12,0.02,2023-06-29,10363.36,207.2672,10156.0928,6,Thursday
10618,Store_A,New York,Groceries,17,370.12,0.02,2023-04-16,6292.04,125.8408,6166.1992,4,Sunday
10619,Store_B,Los Angeles,Electronics,19,370.12,0.02,2023-03-06,7032.28,140.6456,6891.6344,3,Monday
10620,Store_C,Los Angeles,Groceries,12,370.12,0.02,2023-01-05,4441.4400000000005,88.82880000000002,4352.6112,1,Thursday
10621,Store_C,Los Angeles,Furniture,16,370.12,0.02,2023-06-26,5921.92,118.4384,5803.4816,6,Monday
10622,Store_C,Houston,Furniture,24,370.12,0.02,2023-04-21,8882.880000000001,177.65760000000003,8705.2224,4,Friday
10623,Store_A,Houston,Electronics,8,370.12,0.02,2023-01-27,2960.96,59.2192,2901.7408,1,Friday
10624,Store_A,New York,Electronics,20,370.12,0.02,2023-02-18,7402.4,148.048,7254.352,2,Saturday
10625,Store_D,Los Angeles,Electronics,9,370.12,0.02,2023-05-11,3331.08,66.6216,3264.4584,5,Thursday
10626,Store_A,Chicago,Furniture,43,370.12,0.02,2023-04-02,15915.16,318.3032,15596.8568,4,Sunday
10627,Store_B,Houston,Furniture,31,370.12,0.02,2023-01-01,11473.72,229.4744,11244.2456,1,Sunday
10628,Store_B,Houston,Clothing,15,370.12,0.02,2023-05-19,5551.8,111.036,5440.764,5,Friday
10629,Store_C,Chicago,Electronics,22,370.12,0.02,2023-03-15,8142.64,162.8528,7979.787200000001,3,Wednesday
10630,Store_B,Houston,Groceries,19,370.12,0.02,2023-05-04,7032.28,140.6456,6891.6344,5,Thursday
10631,Store_D,New York,Clothing,26,370.12,0.02,2023-05-19,9623.12,192.46240000000003,9430.6576,5,Friday
10632,Store_C,Los Angeles,Electronics,8,370.12,0.02,2023-04-17,2960.96,59.2192,2901.7408,4,Monday
10633,Store_A,Houston,Furniture,39,370.12,0.02,2023-02-01,14434.68,288.6936,14145.9864,2,Wednesday
10634,Store_A,New York,Groceries,1,370.12,0.02,2023-06-19,370.12,7.4024,362.7176,6,Monday
10635,Store_B,Chicago,Furniture,38,370.12,0.02,2023-04-30,14064.56,281.2912,13783.2688,4,Sunday
10636,Store_B,Houston,Groceries,46,370.12,0.02,2023-04-08,17025.52,340.5104,16685.0096,4,Saturday
10637,Store_D,New York,Clothing,48,370.12,0.02,2023-02-19,17765.760000000002,355.31520000000006,17410.4448,2,Sunday
10638,Store_B,New York,Clothing,1,370.12,0.02,2023-02-26,370.12,7.4024,362.7176,2,Sunday
10639,Store_C,Chicago,Electronics,33,370.12,0.02,2023-03-15,12213.960000000001,244.27920000000003,11969.6808,3,Wednesday
10640,Store_B,Chicago,Electronics,22,370.12,0.02,2023-02-16,8142.64,162.8528,7979.787200000001,2,Thursday
10641,Store_A,Houston,Clothing,30,370.12,0.02,2023-06-23,11103.6,222.072,10881.528,6,Friday
10642,Store_B,Houston,Furniture,12,370.12,0.02,2023-06-05,4441.4400000000005,88.82880000000002,4352.6112,6,Monday
10643,Store_C,Houston,Furniture,12,370.12,0.02,2023-04-07,4441.4400000000005,88.82880000000002,4352.6112,4,Friday
10644,Store_D,New York,Electronics,16,370.12,0.02,2023-05-25,5921.92,118.4384,5803.4816,5,Thursday
10645,Store_B,Chicago,Clothing,1,370.12,0.02,2023-03-23,370.12,7.4024,362.7176,3,Thursday
10646,Store_A,New York,Groceries,44,370.12,0.02,2023-06-03,16285.28,325.7056,15959.574400000001,6,Saturday
10647,Store_B,Houston,Groceries,40,370.12,0.02,2023-01-08,14804.8,296.096,14508.704,1,Sunday
10648,Store_D,New York,Furniture,46,370.12,0.02,2023-03-05,17025.52,340.5104,16685.0096,3,Sunday
10649,Store_C,Houston,Electronics,23,370.12,0.02,2023-01-07,8512.76,170.2552,8342.5048,1,Saturday
10650,Store_B,Chicago,Electronics,48,370.12,0.02,2023-01-20,17765.760000000002,355.31520000000006,17410.4448,1,Friday
10651,Store_D,New York,Clothing,1,370.12,0.02,2023-05-26,370.12,7.4024,362.7176,5,Friday
10652,Store_A,Los Angeles,Groceries,23,370.12,0.02,2023-03-25,8512.76,170.2552,8342.5048,3,Saturday
10653,Store_A,New York,Groceries,26,370.12,0.02,2023-05-23,9623.12,192.46240000000003,9430.6576,5,Tuesday
10654,Store_B,Chicago,Groceries,4,370.12,0.02,2023-04-29,1480.48,29.6096,1450.8704,4,Saturday
10655,Store_D,Los Angeles,Electronics,14,370.12,0.02,2023-06-21,5181.68,103.6336,5078.0464,6,Wednesday
10656,Store_B,New York,Groceries,35,370.12,0.02,2023-05-26,12954.2,259.084,12695.116,5,Friday
10657,Store_C,Houston,Clothing,36,370.12,0.02,2023-05-19,13324.32,266.4864,13057.8336,5,Friday
10658,Store_D,New York,Groceries,42,370.12,0.02,2023-05-02,15545.04,310.9008,15234.139200000001,5,Tuesday
10659,Store_C,Chicago,Electronics,35,370.12,0.02,2023-01-21,12954.2,259.084,12695.116,1,Saturday
10660,Store_D,Los Angeles,Electronics,33,370.12,0.02,2023-01-30,12213.960000000001,244.27920000000003,11969.6808,1,Monday
10661,Store_D,Chicago,Electronics,48,370.12,0.02,2023-05-23,17765.760000000002,355.31520000000006,17410.4448,5,Tuesday
10662,Store_D,Houston,Electronics,26,370.12,0.02,2023-02-16,9623.12,192.46240000000003,9430.6576,2,Thursday
10663,Store_D,Chicago,Clothing,4,370.12,0.02,2023-04-13,1480.48,29.6096,1450.8704,4,Thursday
10664,Store_B,Houston,Electronics,11,370.12,0.02,2023-05-21,4071.32,81.4264,3989.8936000000003,5,Sunday
10665,Store_B,Los Angeles,Clothing,18,370.12,0.02,2023-05-10,6662.16,133.2432,6528.9168,5,Wednesday
10666,Store_B,Chicago,Groceries,12,370.12,0.02,2023-01-28,4441.4400000000005,88.82880000000002,4352.6112,1,Saturday
10667,Store_D,Chicago,Groceries,38,370.12,0.02,2023-01-27,14064.56,281.2912,13783.2688,1,Friday
10668,Store_A,Chicago,Furniture,17,370.12,0.02,2023-04-28,6292.04,125.8408,6166.1992,4,Friday
10669,Store_D,Chicago,Electronics,40,370.12,0.02,2023-06-02,14804.8,296.096,14508.704,6,Friday
10670,Store_A,Los Angeles,Furniture,18,370.12,0.02,2023-04-10,6662.16,133.2432,6528.9168,4,Monday
10671,Store_C,Los Angeles,Electronics,45,370.12,0.02,2023-06-04,16655.4,333.10800000000006,16322.292000000001,6,Sunday
10672,Store_B,Los Angeles,Furniture,43,370.12,0.02,2023-02-12,15915.16,318.3032,15596.8568,2,Sunday
10673,Store_D,Houston,Clothing,35,370.12,0.02,2023-05-29,12954.2,259.084,12695.116,5,Monday
10674,Store_B,New York,Furniture,40,370.12,0.02,2023-01-22,14804.8,296.096,14508.704,1,Sunday
10675,Store_A,Los Angeles,Furniture,11,370.12,0.02,2023-05-23,4071.32,81.4264,3989.8936000000003,5,Tuesday
10676,Store_D,Houston,Electronics,44,370.12,0.02,2023-02-05,16285.28,325.7056,15959.574400000001,2,Sunday
10677,Store_C,Chicago,Electronics,33,370.12,0.02,2023-02-21,12213.960000000001,244.27920000000003,11969.6808,2,Tuesday
10678,Store_C,Los Angeles,Electronics,14,370.12,0.02,2023-04-12,5181.68,103.6336,5078.0464,4,Wednesday
10679,Store_A,Chicago,Furniture,42,370.12,0.02,2023-06-23,15545.04,310.9008,15234.139200000001,6,Friday
10680,Store_B,Houston,Electronics,40,370.12,0.02,2023-01-18,14804.8,296.096,14508.704,1,Wednesday
10681,Store_D,Los Angeles,Furniture,2,370.12,0.02,2023-04-01,740.24,14.8048,725.4352,4,Saturday
10682,Store_C,New York,Clothing,8,370.12,0.02,2023-01-15,2960.96,59.2192,2901.7408,1,Sunday
10683,Store_D,Chicago,Furniture,23,370.12,0.02,2023-05-15,8512.76,170.2552,8342.5048,5,Monday
10684,Store_A,Houston,Furniture,12,370.12,0.02,2023-01-14,4441.4400000000005,88.82880000000002,4352.6112,1,Saturday
10685,Store_A,New York,Electronics,34,370.12,0.02,2023-06-19,12584.08,251.6816,12332.3984,6,Monday
10686,Store_D,Los Angeles,Groceries,35,370.12,0.02,2023-05-02,12954.2,259.084,12695.116,5,Tuesday
10687,Store_B,Los Angeles,Groceries,41,370.12,0.02,2023-01-03,15174.92,303.4984,14871.4216,1,Tuesday
10688,Store_A,Los Angeles,Groceries,44,370.12,0.02,2023-02-28,16285.28,325.7056,15959.574400000001,2,Tuesday
10689,Store_A,Houston,Groceries,9,370.12,0.02,2023-03-01,3331.08,66.6216,3264.4584,3,Wednesday
10690,Store_D,Los Angeles,Furniture,29,370.12,0.02,2023-03-08,10733.48,214.6696,10518.8104,3,Wednesday
10691,Store_D,Los Angeles,Furniture,11,370.12,0.02,2023-02-27,4071.32,81.4264,3989.8936000000003,2,Monday
10692,Store_A,Chicago,Furniture,14,370.12,0.02,2023-03-29,5181.68,103.6336,5078.0464,3,Wednesday
10693,Store_D,New York,Groceries,2,370.12,0.02,2023-02-12,740.24,14.8048,725.4352,2,Sunday
10694,Store_C,Chicago,Furniture,31,370.12,0.02,2023-06-14,11473.72,229.4744,11244.2456,6,Wednesday
10695,Store_C,New York,Furniture,3,370.12,0.02,2023-01-01,1110.3600000000001,22.207200000000004,1088.1528,1,Sunday
10696,Store_B,New York,Furniture,28,370.12,0.02,2023-01-26,10363.36,207.2672,10156.0928,1,Thursday
10697,Store_D,Los Angeles,Clothing,29,370.12,0.02,2023-04-29,10733.48,214.6696,10518.8104,4,Saturday
10698,Store_A,New York,Electronics,10,370.12,0.02,2023-02-17,3701.2,74.024,3627.176,2,Friday
10699,Store_B,Houston,Groceries,23,370.12,0.02,2023-02-07,8512.76,170.2552,8342.5048,2,Tuesday
10700,Store_B,Los Angeles,Groceries,2,370.12,0.02,2023-02-28,740.24,14.8048,725.4352,2,Tuesday
10701,Store_B,New York,Furniture,35,370.12,0.02,2023-01-23,12954.2,259.084,12695.116,1,Monday
10702,Store_C,Houston,Groceries,16,370.12,0.02,2023-06-18,5921.92,118.4384,5803.4816,6,Sunday
10703,Store_D,Los Angeles,Furniture,27,370.12,0.02,2023-02-04,9993.24,199.8648,9793.3752,2,Saturday
10704,Store_B,Los Angeles,Furniture,38,370.12,0.02,2023-05-05,14064.56,281.2912,13783.2688,5,Friday
10705,Store_D,Los Angeles,Groceries,38,370.12,0.02,2023-06-23,14064.56,281.2912,13783.2688,6,Friday
10706,Store_B,Los Angeles,Groceries,12,370.12,0.02,2023-02-14,4441.4400000000005,88.82880000000002,4352.6112,2,Tuesday
10707,Store_A,Los Angeles,Furniture,30,370.12,0.02,2023-03-16,11103.6,222.072,10881.528,3,Thursday
10708,Store_D,New York,Groceries,12,370.12,0.02,2023-05-13,4441.4400000000005,88.82880000000002,4352.6112,5,Saturday
10709,Store_D,Chicago,Electronics,9,370.12,0.02,2023-02-10,3331.08,66.6216,3264.4584,2,Friday
